college_name,college_code,specialty,category,cutoff_rank,year,counselling_body,degree,round,state,college_type,quota
"Govt dental College Raipur Chhattisgarh, Near Marhi Mata Mandir",,PERIODONTOLOGY,OBC,354,2025,MCC,MDS,Round 2,Chhattisgarh,Government,All India
"Institute of Medical Science, BHU",,ORTHODONTICS AND DENTOFACIAL ORTHOPEDICS,OPEN GENERAL,356,2025,MCC,MDS,Round 2,,Government,All India
"- - - - - - Not Allotted. 316 359 - - - - All India Government Dental College and Hospital, Patiala",,PEDIATRIC AND PREVENTIVE DENTISTRY,OBC,357,2025,MCC,MDS,Round 2,Punjab,Government,
"S.C.B Dental College and Hospital, Cuttack",,PEDIATRIC AND PREVENTIVE DENTISTRY,OBC,361,2025,MCC,MDS,Round 2,Odisha,Government,All India
"DR. Ziauddin Ahmad Dental College, AMU",,CONSERVATIVE DENTISTRY AND ENDODONTICS,OPEN GENERAL,366,2025,MCC,MDS,Round 2,,Government,Aligarh Muslim University
RIMS,,PEDIATRIC AND PREVENTIVE DENTISTRY,OBC,367,2025,MCC,MDS,Round 2,Andhra Pradesh,Government,All India
"Governemnt Dental College and Hospital, Ahmedabad",,ORAL PATHOLOGY AND MICROBIOLOGY,OPEN GENERAL,369,2025,MCC,MDS,Round 2,,Government,All India
"Government Dental College and Hospital, Aurangabad",,ORAL PATHOLOGY AND MICROBIOLOGY,OPEN GENERAL,371,2025,MCC,MDS,Round 2,,Government,All India
"Govt. Dental College and Hospital, Cuddalore Dt",,ORTHODONTICS AND DENTOFACIAL ORTHOPEDICS,EWS,374,2025,MCC,MDS,Round 2,Tamil Nadu,Government,All India
"- - - - - - Did not fill up fresh choices. 326 377 - - - - All India Government of Dental College and Hospital Jaipur, Near T.B. Hospital",,PERIODONTOLOGY,OBC,375,2025,MCC,MDS,Round 2,Rajasthan,Government,
"- - - - - - Not Allotted. 328 381 - - - - All India Indira Gandhi Govt. Dental College, Jammu",,PEDIATRIC AND PREVENTIVE DENTISTRY,OBC,378,2025,MCC,MDS,Round 2,Jammu And Kashmir,Government,
"Post Graduate Sciences, Rohtak",,ORAL AND MAXILLOFACIAL SURGERY,EWS,382,2025,MCC,MDS,Round 2,Karnataka,Government,All India
"Maulana Azad Science, New Delhi",,ORAL PATHOLOGY AND MICROBIOLOGY,OPEN GENERAL,386,2025,MCC,MDS,Round 2,Delhi,Government,All India
"Government Dental College Hospital, Hyderabad",,ORAL PATHOLOGY AND MICROBIOLOGY,OPEN GENERAL,389,2025,MCC,MDS,Round 2,,Government,All India
"Government Dental College and Hospital, Shimla",,PEDIATRIC AND PREVENTIVE DENTISTRY,OBC,392,2025,MCC,MDS,Round 2,Himachal Pradesh,Government,All India
"Government Dental College Hospital, Hyderabad",,ORAL AND MAXILLOFACIAL SURGERY,EWS,397,2025,MCC,MDS,Round 2,Telangana,Government,All India
"Government Dental College, Thiruvananthapuram",,ORAL PATHOLOGY AND MICROBIOLOGY,OPEN GENERAL,405,2025,MCC,MDS,Round 2,Maharashtra,Government,All India
"Government of Dental College and Hospital Jaipur, Near T.B. Hospital",,ORAL MEDICINE AND RADIOLOGY,OPEN GENERAL,415,2025,MCC,MDS,Round 2,Rajasthan,Government,All India
"- - - - - - Not Allotted. 347 418 - - - - All India Government Dental College and Hospital, Nagpur",,ORAL MEDICINE AND RADIOLOGY,OPEN GENERAL,416,2025,MCC,MDS,Round 2,Maharashtra,Government,
"Government Dental College and Hospital, Shimla",,ORAL PATHOLOGY AND MICROBIOLOGY,OPEN GENERAL,419,2025,MCC,MDS,Round 2,West Bengal,Government,All India
"Nair Dental College and Hospital, Mumbai",,ORAL PATHOLOGY AND MICROBIOLOGY,OPEN OBC,426,2025,MCC,MDS,Round 2,Kerala,Government,All India
"S.C.B Dental College and Hospital, Cuttack",,ORAL PATHOLOGY AND MICROBIOLOGY,OPEN GENERAL,429,2025,MCC,MDS,Round 2,Odisha,Government,All India
"DR. Ziauddin Ahmad Dental College, AMU",,CONSERVATIVE DENTISTRY AND ENDODONTICS,OPEN GENERAL,431,2025,MCC,MDS,Round 2,,Government,Aligarh Muslim University
"Goa Dental College and Hospital, Goa",,ORAL PATHOLOGY AND MICROBIOLOGY,OBC,432,2025,MCC,MDS,Round 2,Uttar Pradesh,Government,All India
"Government Dental College Hospital, Hyderabad",,ORAL PATHOLOGY AND MICROBIOLOGY,OPEN GENERAL,441,2025,MCC,MDS,Round 2,Maharashtra,Government,All India
"DR. Ziauddin Ahmad Dental College, AMU",,PEDIATRIC AND PREVENTIVE DENTISTRY,EWS,452,2025,MCC,MDS,Round 2,Uttar Pradesh,Government,All India
"Government Dental College Hospital, Hyderabad",,PROSTHODONTICS AND CROWN & BRIDGE,OPEN GENERAL,453,2025,MCC,MDS,Round 2,,Government,All India
"Government Dental College, Chennai",,ORAL PATHOLOGY AND MICROBIOLOGY,OPEN OBC,454,2025,MCC,MDS,Round 2,Tamil Nadu,Government,All India
"- - - - - - Not Allotted. 371 466 - - - - All India S.C.B Dental College and Hospital, Cuttack",,ORAL PATHOLOGY AND MICROBIOLOGY,OPEN GENERAL,459,2025,MCC,MDS,Round 2,Odisha,Government,
"Science, BHU",,ORTHODONTICS AND DENTOFACIAL ORTHOPEDICS,OPEN GENERAL,469,2025,MCC,MDS,Round 2,,Government,Banaras Hindu University
"- - - - - - Did not opt for Upgradation. 375 473 - - - - All India S.C.B Dental College and Hospital, Cuttack",,ORAL MEDICINE AND RADIOLOGY,OBC,472,2025,MCC,MDS,Round 2,Odisha,Government,
"- - - - - - Did not opt for Upgradation. 377 478 - - - - All India Govt. Dental College and Hospital, Cuddalore Dt",,ORAL PATHOLOGY AND MICROBIOLOGY,OPEN OBC,476,2025,MCC,MDS,Round 2,Tamil Nadu,Government,
"Government Dental College and Hospital, Vijayawada",,ORAL MEDICINE AND RADIOLOGY,OBC,498,2025,MCC,MDS,Round 2,Maharashtra,Government,All India
"- - - - - - Did not fill up fresh choices. 390 509 - - - - All India Govt. Dental College & Hospital, Srinagar",,ORAL PATHOLOGY AND MICROBIOLOGY,OBC,508,2025,MCC,MDS,Round 2,Goa,Government,
"Government Dental College and Hospital, Mumbai",,ORAL AND MAXILLOFACIAL SURGERY,SC,520,2025,MCC,MDS,Round 2,Maharashtra,Government,All India
"Government College and Hospital, Amritsar",,PEDIATRIC AND PREVENTIVE DENTISTRY,EWS,521,2025,MCC,MDS,Round 2,Punjab,Government,All India
"- - - - - - No Upgradation 398 529 - - - - All India Government Dental College and Hospital, Vijayawada",,ORAL PATHOLOGY AND MICROBIOLOGY,OPEN OBC,525,2025,MCC,MDS,Round 2,Andhra Pradesh,Government,
"- - - - - - Did not opt for Upgradation. 402 539 - - - - All India Govt. Dental College & Hospital, Srinagar",,ORAL PATHOLOGY AND MICROBIOLOGY,OPEN GENERAL,536,2025,MCC,MDS,Round 2,Jammu And Kashmir,Government,
"Science, BHU",,PROSTHODONTICS AND CROWN & BRIDGE,OPEN GENERAL,551,2025,MCC,MDS,Round 2,,Government,Banaras Hindu University
"- - - - - - Did not opt for Upgradation. 407 560 - - - - All India Government Dental College, Thiruvananthapuram",,PERIODONTOLOGY,EWS,557,2025,MCC,MDS,Round 2,Kerala,Government,
"DR. Ziauddin Ahmad Dental College, AMU",,PROSTHODONTICS AND CROWN & BRIDGE,OPEN GENERAL,570,2025,MCC,MDS,Round 2,,Government,Aligarh Muslim University
"Post Graduate Sciences, Rohtak",,ORAL PATHOLOGY AND MICROBIOLOGY,EWS,574,2025,MCC,MDS,Round 2,Haryana,Government,All India
"- - - - - - Did not fill up fresh choices. 417 617 - - - - All India Governemnt Dental College and Hospital, Ahmedabad",,CONSERVATIVE DENTISTRY AND ENDODONTICS,NOT,616,2025,MCC,MDS,Round 2,,Government,
"- - - - - - Did not opt for Upgradation. 420 643 - - - - All India Government Dental College and Research Institute, Bangalore",,PUBLIC HEALTH DENTISTRY,EWS,633,2025,MCC,MDS,Round 2,Karnataka,Government,
"Maulana Azad Science, New Delhi",,PROSTHODONTICS AND CROWN & BRIDGE,OPEN GENERAL,667,2025,MCC,MDS,Round 2,,Government,All India
"- - - - - - Did not opt for Upgradation. 424 671 Manageme nt/Paid Seats AB Shetty Memorial Inst. of Dental Sce., Mangaluru",,ORAL AND MAXILLOFACIAL SURGERY,REPORTED,668,2025,MCC,MDS,Round 2,,Government,
"Government Dental College, Thiruvananthapuram",,ORTHODONTICS AND DENTOFACIAL ORTHOPEDICS,OPEN GENERAL,696,2025,MCC,MDS,Round 2,,Government,All India
"Government Dental College and Hospital, Nagpur",,ORTHODONTICS AND DENTOFACIAL ORTHOPEDICS,OPEN GENERAL,721,2025,MCC,MDS,Round 2,,Government,All India
"- - - - - - Did not opt for Upgradation. 431 728 - - - - All India Government Dental College, Chennai",,PUBLIC HEALTH DENTISTRY,EWS,726,2025,MCC,MDS,Round 2,Tamil Nadu,Government,
"- - - - - - Did not fill up fresh choices. 433 736 - - - - All India Government Dental College, Thiruvananthapuram",,ORAL PATHOLOGY AND MICROBIOLOGY,EWS,731,2025,MCC,MDS,Round 2,Kerala,Government,
"Government College and Hospital, Amritsar",,ORAL AND MAXILLOFACIAL SURGERY,OPEN GENERAL,742,2025,MCC,MDS,Round 2,,Government,All India
"- - - - - - No Upgradation 437 746 Manageme nt/Paid Seats Saveetha Dental College, Chennai",,ORAL AND MAXILLOFACIAL SURGERY,NOT,743,2025,MCC,MDS,Round 2,,Government,
"Governemnt Dental College and Hospital, Ahmedabad",,PROSTHODONTICS AND CROWN & BRIDGE,SC,756,2025,MCC,MDS,Round 2,Gujarat,Government,All India
"DR. Ziauddin Ahmad Dental College, AMU",,PEDIATRIC AND PREVENTIVE DENTISTRY,NO,766,2025,MCC,MDS,Round 2,,Government,Aligarh Muslim University
"Government Dental College, Chennai",,ORAL AND MAXILLOFACIAL SURGERY,NO,822,2025,MCC,MDS,Round 2,,Government,All India
"Government Dental College, Thiruvananthapuram",,ORTHODONTICS AND DENTOFACIAL ORTHOPEDICS,SC,894,2025,MCC,MDS,Round 2,Kerala,Government,All India
"DR. Ziauddin Ahmad Dental College, AMU",,PUBLIC HEALTH DENTISTRY,OPEN GENERAL,899,2025,MCC,MDS,Round 2,,Government,Aligarh Muslim University
"Faculty of Dental Sciences, KGMU",,PEDIATRIC AND PREVENTIVE DENTISTRY,OPEN GENERAL,912,2025,MCC,MDS,Round 2,,Government,All India
"Government Dental College Hospital, Hyderabad",,CONSERVATIVE DENTISTRY AND ENDODONTICS,OPEN GENERAL,938,2025,MCC,MDS,Round 2,,Government,All India
- - - - - - No Upgradation 456 956 Manageme nt/Paid Seats AB Shetty Memorial Inst. of Dental Sce.,,CONSERVATIVE DENTISTRY AND ENDODONTICS,NOT,953,2025,MCC,MDS,Round 2,,Government,
"Government Dental College Hospital, Hyderabad",,ORTHODONTICS AND DENTOFACIAL ORTHOPEDICS,SC,977,2025,MCC,MDS,Round 2,Telangana,Government,All India
"Post Graduate Sciences, Rohtak",,CONSERVATIVE DENTISTRY AND ENDODONTICS,SC,988,2025,MCC,MDS,Round 2,Haryana,Government,All India
"Delhi University Maulana Azad Science, New Delhi",,ORAL MEDICINE AND RADIOLOGY,OPEN GENERAL,1006,2025,MCC,MDS,Round 2,,Government,
"Delhi University Maulana Azad Science, New Delhi",,PERIODONTOLOGY,OPEN GENERAL,1007,2025,MCC,MDS,Round 2,,Government,
"Governemnt Dental College and Hospital, Ahmedabad",,CONSERVATIVE DENTISTRY AND ENDODONTICS,OPEN GENERAL,1009,2025,MCC,MDS,Round 2,,Government,All India
"Government Dental College, Kottayam",,ORAL AND MAXILLOFACIAL SURGERY,OPEN GENERAL,1026,2025,MCC,MDS,Round 2,,Government,All India
"- - - - - - Did not opt for Upgradation. 471 1074 - - - - Management/ Paid Seats Saveetha Dental College, Chennai",,ORAL PATHOLOGY AND MICROBIOLOGY,OPEN GENERAL,1064,2025,MCC,MDS,Round 2,Tamil Nadu,Government,
"Goa Dental College and Hospital, Goa",,CONSERVATIVE DENTISTRY AND ENDODONTICS,SC,1093,2025,MCC,MDS,Round 2,Goa,Government,All India
"Patna Dental College and Hospital, Patna",,PROSTHODONTICS AND CROWN & BRIDGE,SC,1123,2025,MCC,MDS,Round 2,Bihar,Government,All India
"Post Graduate Sciences, Rohtak",,PEDIATRIC AND PREVENTIVE DENTISTRY,NO,1125,2025,MCC,MDS,Round 2,,Government,All India
"Government Dental College, Kozhikode",,ORAL AND MAXILLOFACIAL SURGERY,OPEN GENERAL,1149,2025,MCC,MDS,Round 2,,Government,All India
"Government Dental College and Research Institute, Bangalore",,PEDIATRIC AND PREVENTIVE DENTISTRY,NO,1155,2025,MCC,MDS,Round 2,,Government,All India
"Governemnt Dental College and Hospital, Ahmedabad",,CONSERVATIVE DENTISTRY AND ENDODONTICS,SC,1160,2025,MCC,MDS,Round 2,Gujarat,Government,All India
"Government College of Dentistry, Indore",,ORAL AND MAXILLOFACIAL SURGERY,OPEN GENERAL,1164,2025,MCC,MDS,Round 2,,Government,All India
"Government Dental College and Hospital, Aurangabad",,PROSTHODONTICS AND CROWN & BRIDGE,NO,1177,2025,MCC,MDS,Round 2,,Government,All India
"Government College of Dentistry, Indore",,PROSTHODONTICS AND CROWN & BRIDGE,SC,1208,2025,MCC,MDS,Round 2,Madhya Pradesh,Government,All India
"Science, BHU",,ORTHODONTICS AND DENTOFACIAL ORTHOPEDICS,OPEN GENERAL,1210,2025,MCC,MDS,Round 2,,Government,Banaras Hindu University
"Science, BHU",,CONSERVATIVE DENTISTRY AND ENDODONTICS,OPEN GENERAL,1221,2025,MCC,MDS,Round 2,,Government,Banaras Hindu University
RIMS,,CONSERVATIVE DENTISTRY AND ENDODONTICS,SC,1251,2025,MCC,MDS,Round 2,Andhra Pradesh,Government,All India
"Govt. Dental College and Hospital, Cuddalore Dt",,ORAL AND MAXILLOFACIAL SURGERY,NO,1272,2025,MCC,MDS,Round 2,,Government,All India
"- - - - - - Did not fill up fresh choices. 502 1291 - - - - Management/ Paid Seats Sri Ramachandra Dental and Hospt., Chennai",,ORTHODONTICS AND DENTOFACIAL ORTHOPEDICS,SEAT,1289,2025,MCC,MDS,Round 2,,Government,
"Faculty of Dental Sciences, KGMU",,PEDIATRIC AND PREVENTIVE DENTISTRY,SC,1301,2025,MCC,MDS,Round 2,Uttar Pradesh,Government,All India
"Maulana Azad Science, New Delhi",,PERIODONTOLOGY,SC,1308,2025,MCC,MDS,Round 2,Delhi,Government,All India
- - - - - - Did not fill up fresh choices. 507 1348 Manageme nt/Paid Seats SRM Katt. Dental College and Hospt. Chennai,,ORTHODONTICS AND DENTOFACIAL ORTHOPEDICS,NOT,1312,2025,MCC,MDS,Round 2,,Government,
